age,income,employment_type,loan_amount,tenure_months,emi,credit_history_months,active_loans,past_delinquency,new_device_flag,kyc_mismatch,recent_txn_velocity,emi_income_ratio,loan_income_ratio,default
58,17990,self-employed,90655,9,10700,38,0,0,0,0,32,0.594760228334622,5.03893242240793,1
26,42215,salaried,66388,3,22491,26,0,1,0,0,27,0.532767412606499,1.5725944900451843,1
55,27502,salaried,44602,6,7707,35,0,0,0,0,47,0.2802249310140625,1.621717927978657,1
21,16333,salaried,82056,3,27996,7,4,0,0,0,11,1.7140629409744041,5.0237234703380516,1
56,28273,self-employed,56306,9,7158,43,0,0,0,0,26,0.2531867807893517,1.9914484420671432,1
32,24583,student,77465,3,26454,40,2,0,0,0,1,1.0761269614753952,3.151111222661372,1
58,30299,salaried,26106,12,2652,37,3,1,0,0,21,0.08754843543337296,0.8615927685413073,0
31,20111,student,30297,3,10676,11,1,0,0,0,39,0.5308529014451241,1.5064336421853302,1
32,34072,salaried,97082,6,16444,23,3,0,0,0,5,0.4826310940940111,2.8492439634589006,1
59,29301,self-employed,45742,12,4448,29,4,0,1,0,6,0.15181099650334381,1.5610931131903387,0
27,45634,salaried,30572,9,4057,22,0,0,0,0,25,0.08891366558190528,0.6699360246308251,0
31,48903,salaried,71746,9,8519,13,2,0,1,0,48,0.17420797280829534,1.4671058134538273,1
56,43902,self-employed,99363,9,11624,27,1,0,1,0,39,0.26477671482645315,2.2632791785663784,1
51,36468,salaried,27154,12,2765,49,1,0,0,0,46,0.07583148756725698,0.7445912019556907,0
53,36063,salaried,82748,3,28117,43,4,0,1,0,43,0.7796555216056534,2.294502822091515,1
33,27443,salaried,61159,9,7268,52,1,0,0,0,3,0.2648631533118711,2.228511811075921,1
38,27805,salaried,24617,6,4800,46,2,0,1,0,20,0.1726634955102305,0.8853418117707162,0
44,50554,salaried,42560,6,7539,13,3,0,0,0,45,0.14913524114123414,0.841871091380405,0
29,13604,student,62600,3,21457,23,0,0,1,0,15,1.577273348263048,4.601431832312434,1
51,38789,self-employed,6166,9,1305,44,3,1,1,0,22,0.03365059938715497,0.1589620764302226,0
30,35147,salaried,73503,9,8563,4,2,0,1,0,14,0.24365634063535022,2.0912984322060075,1
22,48986,student,75584,12,6692,33,3,0,0,0,40,0.1366180053755684,1.542940545707625,0
58,18624,salaried,60293,6,11071,15,0,0,1,0,34,0.5944310572133873,3.2372392965415364,1
35,40187,self-employed,21321,6,3995,40,4,0,1,0,36,0.09943203337392272,0.5305419234396024,0
23,45144,salaried,73677,3,25204,27,1,0,0,0,23,0.5582963097835577,1.6320164653316298,1
51,11429,salaried,91977,12,8286,59,2,0,0,0,7,0.7249972308217434,8.04766337588298,1
26,23885,salaried,91992,12,8157,38,3,1,0,0,49,0.34151108589027146,3.8514419224125835,1
23,38623,self-employed,40782,3,14283,26,1,0,0,0,28,0.36981907562080846,1.0558951709986235,0
31,47712,self-employed,81823,6,13916,46,0,0,0,0,40,0.2916782314447132,1.7149281274258428,1
35,42737,salaried,69050,9,8212,39,3,0,0,0,34,0.19217184986209085,1.6156774892142862,0
48,48406,salaried,57171,9,6603,12,2,0,1,0,43,0.13642363884530265,1.1810527386290082,1
30,23809,self-employed,5695,3,2307,46,0,0,0,1,8,0.09689568314451494,0.23919112012331198,0
58,16168,self-employed,43727,12,4303,12,2,1,1,0,42,0.26613517130206377,2.704415257032682,1
27,41267,self-employed,70980,6,12358,49,3,1,0,0,11,0.2994785149511754,1.719993947101277,1
35,21559,salaried,6817,6,1611,9,3,0,0,0,39,0.07473568850609244,0.31619176281958,0
38,27020,salaried,74952,6,12833,27,0,0,0,1,4,0.47496763928170965,2.7739282753031644,1
38,53984,self-employed,88712,12,8000,19,2,0,0,0,5,0.14819939984890557,1.6432963821380704,0
44,42836,salaried,98307,9,11370,6,4,1,1,0,43,0.2654311314684284,2.2949357500700103,1
22,31477,salaried,98417,12,8784,40,0,1,0,0,4,0.27906196981357384,3.126550057275071,1
40,29529,salaried,73866,12,6825,28,1,0,0,0,4,0.23114245816936602,2.501428449003648,1
54,49313,salaried,54355,9,6377,50,3,0,1,0,3,0.12933416389248018,1.1022264408610563,0
46,43179,self-employed,47061,3,16413,33,0,0,0,0,29,0.3801164417519381,1.0898905779161312,0
27,21781,self-employed,53599,6,9513,38,4,1,0,0,11,0.43676739886476423,2.4607409953532775,1
58,10782,student,34597,9,4645,22,3,0,0,0,9,0.43086511088792473,3.2085822353789624,1
50,68227,salaried,72174,12,6373,32,2,0,0,0,45,0.0934183745444099,1.0578505711830883,0
25,21662,salaried,12792,9,2123,9,1,0,0,0,28,0.09803856124130228,0.5905050657436436,0
31,47915,salaried,95132,3,32769,32,0,0,0,0,15,0.683905273893196,1.9854139920475198,1
21,62660,salaried,54806,12,5213,31,3,0,1,1,40,0.0831983976384061,0.8746513788766834,0
54,42213,salaried,28483,6,5293,21,4,0,0,0,44,0.12538925815842888,0.6747293458495811,0
21,30993,salaried,65974,3,22641,19,3,0,0,0,29,0.7305271762688811,2.128643320215328,1
39,18609,salaried,9831,9,2022,32,0,0,0,0,9,0.10865767063687651,0.5282852563176702,0
22,18399,self-employed,47740,9,5444,21,3,0,0,0,19,0.2959087265118146,2.5945875033187082,1
41,45650,salaried,84552,3,28293,16,0,0,0,0,10,0.6197792804419741,1.8521624761245659,1
40,61764,self-employed,75450,12,6771,15,4,0,0,0,6,0.10963404839199016,1.2215726357734302,0
43,34068,salaried,7017,3,2875,23,0,0,1,0,48,0.08440198404832736,0.20596972561508262,0
41,31664,salaried,5490,12,1008,34,1,0,0,0,48,0.03185731546940585,0.1733819645506746,0
44,50462,salaried,74227,3,25392,27,0,0,0,0,43,0.5032066089035897,1.4709421295979574,1
24,29710,self-employed,40786,6,7319,8,4,0,0,0,47,0.2463466895735476,1.372767212330793,0
32,44117,salaried,31599,3,11029,27,1,0,0,1,38,0.2499937801548753,0.7162505499248177,0
42,40627,salaried,94443,3,31942,4,0,0,0,0,34,0.7862332559522449,2.324635081010294,1
40,33857,salaried,73596,3,24757,50,3,0,1,0,24,0.731226630694849,2.173667829856906,1
38,39766,self-employed,51561,9,6333,55,2,0,0,1,3,0.15925301083240123,1.2965799242541174,0
21,66447,self-employed,88080,9,10456,43,0,0,0,0,11,0.15736079524498758,1.3255621256485584,0
50,49067,self-employed,29862,3,10569,54,1,0,0,0,28,0.2154074067963707,0.6085840782833907,0
53,56387,salaried,6692,9,1234,13,0,0,0,0,27,0.02190144038765667,0.11867875980099257,0
44,26219,self-employed,56532,3,19238,16,3,1,0,0,47,0.7337487674966917,2.1560982331411966,1
34,56439,self-employed,31761,3,11114,39,2,0,0,0,16,0.19692750057811903,0.5627487418994076,0
56,49585,salaried,18448,3,6806,23,0,0,0,0,32,0.13726815536521803,0.37204569391648684,0
25,17506,salaried,36020,9,4457,4,3,0,0,0,42,0.25461122114411294,2.057573376314817,1
31,48096,salaried,85112,6,14499,38,4,1,0,1,7,0.3014660273067752,1.7695957330562078,1
44,32300,self-employed,88537,6,15258,33,1,1,1,0,35,0.47239884665700344,2.741008239225918,1
51,16812,salaried,90658,9,10905,28,1,0,0,0,43,0.6486200129878944,5.392154722521144,1
33,41946,salaried,5415,6,1586,17,4,1,0,0,38,0.037828337119028874,0.12909259283503577,0
36,48085,salaried,46223,12,4196,27,2,1,0,0,36,0.08727821461850331,0.961264133952091,0
44,42274,salaried,41812,6,7707,28,2,1,1,0,32,0.18231591312831394,0.9890684650937125,1
33,38362,salaried,7705,6,1574,18,1,0,0,0,21,0.04104487983967443,0.20084497617752284,0
44,35041,self-employed,90657,3,30953,13,4,1,1,0,31,0.8833372556384415,2.587153078542566,1
46,76998,salaried,14453,3,5238,16,1,0,0,0,27,0.06803803342306532,0.18770417486525462,0
22,22261,salaried,52576,6,9266,53,1,0,0,0,8,0.416235135024988,2.3617499461114813,1
36,53093,self-employed,11892,3,4252,23,2,0,1,0,14,0.08008502571809174,0.22398082902052316,0
58,40231,student,84226,9,10161,40,0,1,0,0,15,0.25258528147752934,2.093541762378984,1
21,27183,self-employed,74408,3,25151,47,1,1,0,0,45,0.9252590557993934,2.737298804917562,1
31,39274,salaried,21349,12,2122,17,1,0,0,1,9,0.05403393051670627,0.5435909828118818,0
55,19106,salaried,58790,3,19997,45,3,1,0,0,10,1.046683460960493,3.0770421798106584,1
49,31067,salaried,20941,3,7405,59,4,0,0,0,13,0.23837394797301908,0.6740453208753749,0
57,39295,salaried,83286,3,28387,8,4,0,0,0,25,0.7223932229944372,2.1194531645315355,1
37,16733,salaried,16848,3,5959,47,2,0,0,0,4,0.3561234590824506,1.006857957617605,0
59,47595,salaried,34563,3,12053,43,4,0,0,0,28,0.25325555367318214,0.7261784646316704,0
48,25543,salaried,90279,6,15742,42,1,0,0,0,15,0.616304001238189,3.5343121245084377,1
49,18224,student,55156,6,9997,32,1,0,0,0,39,0.548565309813877,3.02652755631612,1
23,23793,salaried,47815,3,16488,33,4,1,0,0,17,0.6929940576212542,2.009562688866279,1
30,72639,self-employed,35373,12,3307,26,2,0,0,0,5,0.04552720896414402,0.48696771511004355,0
34,10329,salaried,15708,3,5753,24,1,1,0,0,49,0.5569754766756009,1.5207611971905812,1
32,46541,salaried,67516,3,22554,49,4,1,0,0,15,0.4846157313087246,1.4506515173257428,1
50,28725,self-employed,31274,9,3908,14,3,1,0,0,28,0.13607677214537317,1.0887207524601807,0
52,34748,student,85206,3,28618,15,3,1,0,0,23,0.8235979751432635,2.452106887882465,1
52,49058,self-employed,47803,12,4312,39,0,1,0,0,10,0.08790614470190507,0.9743988900378773,0
52,48322,self-employed,43491,12,4035,34,1,0,0,0,45,0.08350391895350681,0.9000196048212213,0
46,29789,salaried,40167,9,5213,18,4,1,0,0,47,0.1750245877593774,1.3483585684953348,0
21,19632,salaried,57441,3,19667,12,0,0,0,0,49,1.00175956790268,2.9257909425892024,1
22,49332,self-employed,71493,3,24207,15,2,0,0,0,42,0.4907018030115413,1.4492182338361672,1
37,48285,salaried,74321,6,12632,18,3,0,0,0,18,0.2616303577345283,1.539194105243417,0
50,35725,salaried,49392,12,4499,6,2,0,0,0,28,0.125957603164071,1.3825435316608834,0
59,46629,salaried,21534,9,2933,28,3,1,0,0,18,0.06291396553654362,0.46181396665260444,0
27,33312,self-employed,20744,3,7403,19,1,0,0,0,2,0.22224477891482472,0.6227081130681628,0
47,27594,salaried,52695,3,18196,34,2,0,0,1,47,0.659440780207563,1.9096240632873906,1
29,40059,self-employed,58972,6,10438,20,2,0,0,0,42,0.26057005763079155,1.4721127085567731,1
42,47785,self-employed,35894,6,6108,28,3,0,1,0,37,0.12783542418396135,0.7511485005477242,0
54,44638,salaried,37464,3,13034,31,2,0,0,0,48,0.2920020388332343,0.8392707368953646,0
21,47637,salaried,9368,9,1931,8,2,0,0,0,6,0.04054475261061578,0.19665204428372776,0
29,28591,self-employed,65888,6,11894,18,3,0,0,0,25,0.41601605165973865,2.304475873878754,1
40,63728,student,68512,3,23421,58,3,0,1,0,46,0.36752877837078085,1.0750653849029164,1
39,34864,salaried,77003,3,25983,47,2,0,0,0,13,0.7452884120225896,2.2086497746162093,1
56,38216,salaried,18403,9,2596,5,0,1,0,0,6,0.06793147711175156,0.48154888737239343,0
24,20220,salaried,32072,12,3467,17,2,1,1,0,41,0.17149576835637967,1.5861396665556993,1
29,37092,student,33796,6,6463,45,1,1,1,0,10,0.17425469012371472,0.9111356272885145,1
42,47983,self-employed,23509,9,2866,41,1,0,0,0,40,0.059736085674454105,0.48993857551447073,0
38,51437,self-employed,99741,3,33579,41,0,0,0,0,6,0.6528102199629151,1.939065687861521,1
32,63429,salaried,12373,6,2577,22,1,1,0,0,32,0.04063102935276904,0.19506816024466625,0
59,47803,salaried,73366,3,25087,6,2,0,1,0,6,0.5247947705822064,1.5347404275775303,1
29,44153,self-employed,28876,3,10086,24,3,1,0,0,47,0.22844182220674802,0.6539882580436224,0
26,33305,self-employed,59670,3,20363,20,1,0,0,0,31,0.6114135163496099,1.7915920381744646,1
39,30073,salaried,9467,9,1498,37,1,0,0,0,28,0.04981370616431233,0.3147912950306729,0
27,54553,student,15814,6,3167,42,4,1,0,0,45,0.05806533865515884,0.2898793659190394,0
36,54266,salaried,46377,6,8304,42,0,0,0,0,3,0.1530340599424853,0.8546226506432553,0
25,23844,salaried,97764,12,8583,5,1,0,1,0,41,0.3599736874852323,4.100011788821365,1
36,50846,self-employed,15325,9,2186,59,2,0,0,0,47,0.043001992549491046,0.3013977086729225,0
21,49755,self-employed,94615,12,8374,33,1,0,0,0,2,0.1683184225167846,1.9015890582833894,0
57,23292,self-employed,29646,12,2948,36,2,1,0,0,6,0.12659577100249939,1.2727501664040446,1
59,48106,student,43080,3,14753,35,0,0,0,0,15,0.30667394722228636,0.8955065265062223,0
39,24256,salaried,8378,6,1935,23,1,0,0,0,28,0.07979773508528064,0.34538764085178814,0
57,10000,salaried,69518,9,8047,36,0,1,0,0,37,0.8047507996907342,6.9518,1
37,37598,self-employed,48753,9,5792,8,3,1,1,0,36,0.15406858836393786,1.296675318074487,1
46,43867,salaried,29533,3,10007,51,3,0,0,0,10,0.22814140942901281,0.6732361797787546,0
42,38273,self-employed,74895,6,12873,47,2,0,0,0,24,0.33634947443636803,1.956814586033196,1
28,83006,salaried,68446,6,11929,16,1,0,1,0,27,0.1437124363782864,0.8245850105682655,0
53,45682,self-employed,82912,9,9829,16,4,0,0,0,33,0.21515919349357945,1.8149513007639813,1
22,42207,student,19459,12,2165,44,4,0,0,0,23,0.051315865062998824,0.4610358782899177,0
50,46443,self-employed,65332,6,11730,47,0,0,0,0,24,0.2525711324008318,1.4066872685978857,1
40,33380,self-employed,68367,9,8281,45,1,0,0,0,49,0.24809084059033606,2.0481294124432554,1
38,53942,salaried,53502,3,18487,58,2,0,1,0,38,0.3427367404920697,0.9918396719783871,1
30,45415,salaried,20863,3,7315,2,3,1,0,0,16,0.16108807143996773,0.45938537023716125,0
44,44727,student,78534,12,6997,52,4,0,0,0,35,0.15645429957289947,1.7558295753697122,1
24,30638,self-employed,60139,12,5248,46,1,0,0,0,20,0.17130163597297612,1.962876623362488,1
57,16535,self-employed,68780,6,12169,25,0,0,0,0,21,0.7359703641360336,4.159649977998824,1
24,32479,salaried,58754,3,20279,39,0,0,0,0,45,0.6243784527763379,1.8089726448726964,1
33,44239,salaried,52208,6,9244,16,0,0,0,0,2,0.20895499739228926,1.180121627578202,0
45,33329,self-employed,28354,9,3705,3,3,0,0,0,9,0.11118344826610678,0.85071763336227,0
33,44375,self-employed,52354,6,9467,52,3,1,0,0,48,0.21334396443040615,1.1797843231241822,0
38,36514,salaried,58889,3,20103,27,4,0,0,1,5,0.5505703357675823,1.6127534028469677,1
44,46458,salaried,96862,12,8379,51,1,0,0,0,24,0.1803595618604474,2.0849058651571775,1
22,25347,salaried,76711,3,26169,15,2,0,0,0,25,1.0324054282511976,3.02635691978245,1
53,42893,salaried,83831,6,14804,4,3,0,0,0,36,0.345147299561449,1.9544055116137111,1
39,30385,salaried,34545,3,11771,31,1,0,0,1,5,0.38738901172976653,1.1368839244976257,1
29,16925,salaried,45817,6,7918,33,1,0,1,0,20,0.4678575248356896,2.706939669767573,1
48,37522,self-employed,62947,12,5959,1,4,0,0,1,49,0.15882999495575048,1.6775717065016877,1
55,63044,student,73051,6,12965,54,3,0,0,0,9,0.20565315751837143,1.1587163757970744,0
59,18121,salaried,13832,9,2148,58,1,0,0,0,5,0.11853909709297299,0.7632983765910861,0
30,41790,salaried,87345,3,29637,55,1,0,0,0,40,0.7091904319445286,2.090049124353384,1
21,51963,salaried,66383,3,22564,16,2,0,0,0,1,0.43424240954594356,1.2774890216577282,1
41,74500,self-employed,45583,3,15827,9,2,0,1,0,8,0.2124516940792553,0.6118485688600568,0
29,32606,salaried,18267,6,3589,1,0,1,1,0,19,0.11007596032474806,0.5602342222695024,1
35,30519,salaried,84120,9,9820,24,0,1,0,0,16,0.32176158434056606,2.756226244967042,1
55,22499,salaried,7026,6,1612,41,1,0,0,0,24,0.07168752858601023,0.3122719813843587,0
25,57107,salaried,84535,3,28636,26,1,0,0,0,5,0.5014408937661172,1.4802720710896178,1
42,26988,salaried,88413,6,15401,45,4,1,1,0,42,0.5706595415651812,3.2759162666571804,1
43,34441,salaried,33022,12,3206,54,2,1,1,1,29,0.09310396321653744,0.9587976156882988,1
27,12265,self-employed,83991,3,28626,20,2,0,1,0,48,2.3338623845240503,6.84750258679858,1
43,53259,self-employed,95967,6,16799,44,4,1,0,0,17,0.3154277994574547,1.801873094983099,1
45,57373,salaried,38952,12,3783,31,1,0,0,1,47,0.06595050680398494,0.6789152821769319,0
47,52686,salaried,10293,6,2593,48,0,0,1,0,30,0.049231230058310066,0.19536267152564485,0
26,15920,salaried,85749,12,7639,37,4,0,0,0,20,0.47984142453546025,5.3862028552805326,1
54,49107,salaried,52351,12,4460,14,3,1,1,0,41,0.09083664789963398,1.0660540624265233,1
29,14909,self-employed,34432,12,3635,28,0,0,0,0,38,0.2438314244397584,2.30933124033463,1
53,40870,salaried,40491,3,13877,17,1,0,0,0,8,0.33955012188573297,0.9907120402225513,0
26,43076,salaried,41039,6,7302,33,4,0,1,0,18,0.16952420823642927,0.952707866142489,0
57,44652,salaried,45541,3,15431,28,1,0,0,0,25,0.3455980168239331,1.0198924313229896,0
51,48019,salaried,40535,6,7135,44,4,1,1,0,26,0.1485981066447992,0.8441353927115488,0
54,39879,self-employed,85121,12,7498,1,1,0,0,1,34,0.1880296807172465,2.1344552627735465,1
49,10563,self-employed,12886,6,2538,5,3,0,0,0,11,0.24034702153168705,1.2198542236272842,0
34,48026,student,49058,3,16942,45,4,0,0,0,49,0.3527805348686284,1.0214710233267186,0
56,41464,self-employed,20601,3,7373,37,4,1,0,0,33,0.17783769726579768,0.49683916958163116,0
56,26460,salaried,90420,12,8447,7,1,1,0,0,29,0.3192556853215529,3.4171427553422933,1
35,16459,salaried,74705,3,25291,28,4,0,1,0,23,1.5366187800518871,4.538843454896509,1
28,63100,self-employed,16671,3,6022,11,2,1,0,0,34,0.09543569027393102,0.264198289663248,0
46,58469,student,83949,12,7811,4,4,0,0,0,38,0.1335988359706555,1.4357740087916508,1
56,50589,salaried,30399,3,10251,12,1,1,0,0,45,0.20263465789292429,0.6008970924565459,0
41,29855,salaried,45256,6,8111,26,2,0,0,0,16,0.2716899591719113,1.5158345357370488,0
48,10000,salaried,84233,6,14589,26,4,0,0,0,20,1.4589471065848674,8.4233,1
24,51470,self-employed,27411,12,2764,41,2,0,0,0,3,0.05371661583976828,0.5325607164332377,0
36,45500,self-employed,65317,9,7565,24,0,0,0,0,20,0.16626510222368338,1.4355289457853917,0
42,34380,self-employed,67375,12,6341,45,2,0,0,0,33,0.18446112688133107,1.9597112247119683,1
32,56872,salaried,19988,9,2493,36,3,1,0,0,20,0.04385156577762934,0.3514553163624023,0
36,52719,student,34920,9,4207,14,2,0,0,0,2,0.07980860450174998,0.6623676878101267,0
58,42641,salaried,57568,3,19491,32,3,0,0,1,35,0.4570974398028519,1.350048459050569,1
57,40525,salaried,36505,12,3351,29,4,0,0,0,7,0.08270408773166465,0.9007824965592407,0
49,40764,salaried,94355,3,32176,41,4,0,0,1,13,0.7893159300296116,2.314635614617996,1
38,50199,salaried,80638,6,14268,58,1,0,1,0,28,0.2842328492997456,1.6063635217385248,1
30,27137,salaried,27226,6,5074,8,1,1,1,0,42,0.187003933472483,1.003248053274233,1
59,46389,salaried,55644,6,9537,17,4,1,0,0,18,0.20560048016872695,1.1994891933293117,1
38,26191,self-employed,39091,3,13250,27,0,0,0,0,9,0.5059068347046758,1.4925278632174495,1
21,60048,self-employed,33481,9,4365,59,1,0,1,0,24,0.07269700946091615,0.5575675685133243,0
59,47981,salaried,19271,3,6762,45,3,0,0,0,18,0.14094623000504825,0.4016303757033974,0
41,29676,salaried,67011,9,7600,29,3,0,0,0,19,0.2560962215810121,2.2580435097939624,1
21,41208,salaried,54354,12,4824,11,2,0,0,0,33,0.1170734442169101,1.3189857220674377,0
35,27193,salaried,40416,6,7308,35,4,0,0,0,32,0.2687724608829568,1.486253681425294,0
24,62561,self-employed,97640,6,16337,45,0,0,0,0,44,0.261134862126058,1.5606994631380144,0
40,64343,self-employed,8674,9,1440,19,1,1,0,0,39,0.02238180726852415,0.1348084664721241,0
30,50443,salaried,18972,3,7251,31,2,0,0,0,32,0.14375673985326107,0.3761050372307808,0
43,63349,salaried,63061,6,11061,55,0,0,0,0,35,0.17461375791210282,0.995440422959321,0
54,42276,salaried,41662,9,5169,23,0,0,0,1,30,0.12228061950718182,0.9854544996813244,0
53,51452,salaried,42871,3,14457,49,1,0,0,0,12,0.2809958002689163,0.8332120486502721,0
54,58370,salaried,13066,9,2131,40,0,0,1,0,34,0.03651730405558582,0.22384453899771686,0
59,39913,salaried,96198,6,17024,24,3,0,1,0,23,0.42651954555408783,2.410141078308788,1
30,41066,salaried,91120,3,30738,21,1,0,1,0,32,0.7485104312768747,2.2188370476817005,1
40,54004,student,60836,6,10762,7,3,0,1,0,49,0.19928493539715583,1.1264914373865833,0
21,49697,salaried,21656,3,7847,51,1,0,0,0,1,0.15789679404373352,0.43575659334120215,0
33,28668,self-employed,53825,12,4817,11,3,0,0,0,19,0.16802858592811945,1.8775231104576797,0
21,10000,salaried,63480,12,5406,42,1,1,0,0,23,0.5406107898231775,6.348,1
25,37367,salaried,82035,6,14091,42,4,1,1,0,7,0.37711817404252684,2.195381658437485,1
36,10000,salaried,93637,12,8601,9,3,0,0,0,10,0.8601866915070412,9.3637,1
35,25134,salaried,29941,3,10390,36,3,0,0,0,37,0.4134079034426543,1.1912198037272221,0
48,26885,salaried,42325,9,5310,35,4,0,0,0,24,0.19753235471454536,1.5742572021789263,0
51,31470,salaried,50423,12,4934,42,2,0,0,0,6,0.15679147176635488,1.6022375165274205,0
43,52306,salaried,39376,6,6609,52,0,1,0,0,6,0.12636894304180363,0.7527925912963,0
37,55565,salaried,59081,12,5101,46,1,1,0,1,20,0.09181315532197967,1.063273547561072,1
54,47631,self-employed,57484,12,5446,25,0,0,1,0,8,0.11434826772880177,1.2068582705295654,0
33,49487,salaried,36121,6,6117,19,0,0,1,0,15,0.12362226901693929,0.7298999469076611,0
34,49841,salaried,20274,6,3523,22,4,0,1,0,19,0.07069145240689123,0.40676695495477155,0
31,10000,self-employed,45360,6,8161,5,3,0,0,0,35,0.8161512031345941,4.536,1
48,40152,self-employed,72976,9,8541,16,4,0,0,1,1,0.21271816017944198,1.8174498341976124,1
52,13053,self-employed,14323,9,2243,48,4,1,0,0,6,0.17186208319817048,1.0972856219115388,0
55,47637,salaried,73034,3,24811,3,4,0,0,0,26,0.5208336535781033,1.5331330424811607,1
51,10000,salaried,90030,12,7839,32,0,0,0,0,27,0.783930585002823,9.003,1
37,37293,self-employed,47615,12,4393,53,1,1,1,0,44,0.11781659525709536,1.2767667187697496,1
29,48216,salaried,63077,3,21691,18,0,0,0,1,27,0.4498751298934848,1.3082023578040232,1
30,23233,self-employed,32876,9,4382,59,4,0,0,1,10,0.18863891301738564,1.4150177524132026,1
28,54425,salaried,64735,3,21938,46,0,0,0,0,46,0.40309545482227904,1.1894188430785653,0
41,47599,self-employed,72215,12,6387,5,4,0,0,0,43,0.13420131423697895,1.517143122232669,0
33,45712,self-employed,21381,12,2263,56,0,1,0,0,9,0.049505899995434595,0.46772897129018837,0
25,50470,salaried,53733,12,4912,38,0,0,0,0,31,0.09733280060804902,1.0646517663525188,0
26,34611,salaried,92800,6,16127,44,4,0,1,0,48,0.4659462894029278,2.681151147860137,1
50,42278,student,47070,3,16214,14,4,0,1,0,10,0.38351285827082043,1.1133243842093146,1
51,40150,salaried,11129,12,1366,56,0,0,0,0,6,0.034036218575769925,0.2771802136477359,0
37,39811,salaried,8684,3,3631,43,4,0,1,0,13,0.09120977839661476,0.2181264713782402,0
31,29919,student,78110,3,26205,11,2,0,0,0,11,0.8758618289352458,2.610669016129503,1
40,21362,self-employed,19587,9,2719,13,2,0,0,0,7,0.12729632401796973,0.9169077445790268,0
29,34947,salaried,70258,12,6485,40,4,0,1,0,43,0.18558933661918348,2.0104085953043485,1
22,34120,self-employed,83120,12,7052,4,1,0,0,0,5,0.2066830317099734,2.436052065890816,1
57,28949,salaried,25575,3,8926,31,3,0,0,0,41,0.30835459406071714,0.8834491317094717,0
21,52780,salaried,92247,6,15854,57,2,0,1,0,16,0.30038247868338086,1.7477375909934374,1
24,22416,salaried,81322,12,6901,47,0,0,0,0,46,0.3078865222151722,3.627709332865618,1
56,37427,salaried,17094,6,3645,44,2,0,1,0,39,0.09739455891205194,0.4567246742735765,0
45,57495,salaried,68351,3,23610,51,1,1,0,0,3,0.4106609774862163,1.188814440595846,1
23,53636,salaried,82900,6,14282,4,4,0,1,0,42,0.2662767796964503,1.545576603611965,1
29,58244,salaried,93197,3,31434,52,0,1,0,0,27,0.5396924763175679,1.6001021000614684,1
42,31138,salaried,55253,3,18598,48,0,1,0,0,23,0.5972901104848698,1.7744390466958888,1
43,51764,salaried,80610,6,13908,10,0,0,1,0,46,0.26868285416433846,1.5572501882214926,1
32,24055,salaried,29456,12,2958,29,2,1,0,0,24,0.12300237886399706,1.224504521491918,1
30,35861,salaried,8633,9,1721,50,1,0,0,0,33,0.04801624236242327,0.24072908149727598,0
54,37273,salaried,29043,6,5689,35,4,1,0,0,49,0.15264326859982358,0.7791828811135662,0
30,31362,salaried,29127,3,10141,13,0,1,1,0,27,0.3233526566131154,0.9287236613301181,1
50,34572,salaried,42810,3,14699,16,0,0,0,0,16,0.4251786874000859,1.2382570159562967,0
42,32599,salaried,91564,12,7793,45,4,1,0,0,23,0.239073389339269,2.80876670417317,1
26,25264,self-employed,75605,12,6605,22,1,0,0,0,11,0.2614587009862212,2.9925871670256226,1
22,52846,salaried,80353,6,13865,59,2,1,0,0,23,0.2623813599832903,1.520506603346235,1
50,37263,student,75599,6,12990,13,4,0,0,0,36,0.34861248689803737,2.0287817108671136,1
22,43021,student,48252,12,4635,54,4,0,0,0,11,0.10773846093797779,1.1215774900042916,0
52,42456,self-employed,33670,9,4491,41,0,0,1,0,13,0.10578673278137223,0.7930441418959236,0
36,40820,salaried,48079,3,16429,54,3,0,1,1,45,0.4024887616754017,1.1778036316591354,1
32,41392,self-employed,63275,6,11327,30,0,0,0,0,20,0.27366940879047835,1.5286745206414405,0
21,35418,self-employed,87653,6,15381,21,2,0,0,0,7,0.4342895066604649,2.474763240986383,1
28,61275,self-employed,85570,9,9894,43,2,0,0,0,6,0.1614696799497724,1.3964695083777114,0
33,51411,salaried,61079,6,10625,17,1,0,0,0,31,0.20667475263323853,1.1880491789544538,0
35,40275,salaried,7228,12,1076,44,4,0,1,0,43,0.026733991493890587,0.17946291505535117,0
28,33294,salaried,28929,9,4005,37,4,0,0,0,32,0.12030329821747034,0.8688905085872827,0
30,38217,salaried,94566,6,16398,47,4,0,0,0,26,0.4290685080954131,2.474404039981046,1
25,46264,salaried,87078,9,10249,34,2,0,0,0,18,0.22154269273567104,1.8821846907577704,1
39,62499,salaried,56874,3,19841,46,2,0,0,0,37,0.3174608012091629,0.9099970837481403,0
58,19404,salaried,29525,3,10526,32,4,0,0,0,46,0.5424607740360705,1.5215709940092128,1
31,49896,self-employed,74358,9,9221,54,3,1,1,0,24,0.18481195726922764,1.490241181547438,1
40,56900,salaried,55237,3,18844,51,0,0,0,0,15,0.3311880360427747,0.9707587071444008,0
40,17699,salaried,87086,3,29384,11,3,0,0,0,49,1.660227405869221,4.920329001958001,1
41,37282,self-employed,44128,6,7589,57,1,0,0,0,24,0.20357098216126035,1.1836040948036533,0
38,24032,salaried,53576,3,18365,8,4,0,0,0,7,0.7642032971529958,2.2293394786873435,1
